uniqueid,ts,speed
it_220403844,1/31/2023 2:36,43
it_220403844,1/31/2023 2:37,38
it_220403844,1/31/2023 2:37,34
it_220403844,1/31/2023 2:37,44
it_220403844,1/31/2023 2:37,39
it_220403844,1/31/2023 2:37,39
it_220403844,1/31/2023 2:37,42
it_220403844,1/31/2023 2:38,39
it_220403844,1/31/2023 2:38,36
it_220403844,1/31/2023 2:38,28
it_220403844,1/31/2023 2:38,37
it_220403844,1/31/2023 2:38,38
it_220403844,1/31/2023 2:38,42
it_220403844,1/31/2023 2:39,39
it_220403844,1/31/2023 2:39,37
it_220403844,1/31/2023 2:39,28
it_220403844,1/31/2023 2:39,36
it_220403844,1/31/2023 2:39,40
it_220403844,1/31/2023 2:39,40
it_220403844,1/31/2023 2:40,39
it_220403844,1/31/2023 2:40,42
it_220403844,1/31/2023 2:40,40
it_220403844,1/31/2023 2:40,41
it_220403844,1/31/2023 2:40,38
it_220403844,1/31/2023 2:40,37
it_220403844,1/31/2023 2:41,26
it_220403844,1/31/2023 2:41,25
it_220403844,1/31/2023 2:41,22
it_220403844,1/31/2023 2:41,32
it_220403844,1/31/2023 2:41,42
it_220403844,1/31/2023 2:41,47
it_220403844,1/31/2023 2:42,49
it_220403844,1/31/2023 2:42,48
it_220403844,1/31/2023 2:42,45
it_220403844,1/31/2023 2:42,41
it_220403844,1/31/2023 2:42,44
it_220403844,1/31/2023 2:42,46
it_220403844,1/31/2023 2:43,42
it_220403844,1/31/2023 2:43,37
it_220403844,1/31/2023 2:43,26
it_220403844,1/31/2023 2:43,22
it_220403844,1/31/2023 2:43,17
it_220403844,1/31/2023 2:44,14
it_220403844,1/31/2023 2:44,12
it_220403844,1/31/2023 2:44,14
it_220403844,1/31/2023 2:44,19
it_220403844,1/31/2023 2:44,13
it_220403844,1/31/2023 2:44,16
it_220403844,1/31/2023 2:44,21
it_220403844,1/31/2023 2:45,25
it_220403844,1/31/2023 2:45,30
it_220403844,1/31/2023 2:45,35
it_220403844,1/31/2023 2:45,23
it_220403844,1/31/2023 2:45,11
it_220403844,1/31/2023 2:46,12
it_220403844,1/31/2023 2:46,11
it_220403844,1/31/2023 2:46,17
it_220403844,1/31/2023 2:46,30
it_220403844,1/31/2023 2:46,37
it_220403844,1/31/2023 2:46,39
it_220403844,1/31/2023 2:46,43
it_220403844,1/31/2023 2:47,31
it_220403844,1/31/2023 2:47,28
it_220403844,1/31/2023 2:47,16
it_220403844,1/31/2023 2:47,31
it_220403844,1/31/2023 2:47,54
it_220403844,1/31/2023 2:48,57
it_220403844,1/31/2023 2:48,42
it_220403844,1/31/2023 2:48,36
it_220403844,1/31/2023 2:48,42
it_220403844,1/31/2023 2:48,40
it_220403844,1/31/2023 2:48,37
it_220403844,1/31/2023 2:48,48
it_220403844,1/31/2023 2:49,38
it_220403844,1/31/2023 2:49,27
it_220403844,1/31/2023 2:49,37
it_220403844,1/31/2023 2:49,34
it_220403844,1/31/2023 2:49,37
it_220403844,1/31/2023 2:50,42
it_220403844,1/31/2023 2:50,34
it_220403844,1/31/2023 2:50,33
it_220403844,1/31/2023 2:50,35
it_220403844,1/31/2023 2:50,33
it_220403844,1/31/2023 2:50,33
it_220403844,1/31/2023 2:51,40
it_220403844,1/31/2023 2:51,43
it_220403844,1/31/2023 2:51,35
it_220403844,1/31/2023 2:51,32
it_220403844,1/31/2023 2:51,32
it_220403844,1/31/2023 2:51,39
it_220403844,1/31/2023 2:52,32
it_220403844,1/31/2023 2:52,45
it_220403844,1/31/2023 2:52,39
it_220403844,1/31/2023 2:52,38
it_220403844,1/31/2023 2:52,40
it_220403844,1/31/2023 2:52,35
it_220403844,1/31/2023 2:53,33
it_220403844,1/31/2023 2:53,39
it_220403844,1/31/2023 2:53,38
it_220403844,1/31/2023 2:53,38
it_220403844,1/31/2023 2:53,42
it_220403844,1/31/2023 2:53,46
it_220403844,1/31/2023 2:54,49
it_220403844,1/31/2023 2:54,52
it_220403844,1/31/2023 2:54,49
it_220403844,1/31/2023 2:54,41
it_220403844,1/31/2023 2:54,23
it_220403844,1/31/2023 2:54,22
it_220403844,1/31/2023 2:55,25
it_220403844,1/31/2023 2:55,29
it_220403844,1/31/2023 2:55,32
it_220403844,1/31/2023 2:55,28
it_220403844,1/31/2023 2:55,24
it_220403844,1/31/2023 2:55,28
it_220403844,1/31/2023 2:56,24
it_220403844,1/31/2023 2:56,28
it_220403844,1/31/2023 2:56,39
it_220403844,1/31/2023 2:56,25
it_220403844,1/31/2023 2:56,26
it_220403844,1/31/2023 2:56,36
it_220403844,1/31/2023 2:57,39
it_220403844,1/31/2023 2:57,40
it_350317170007763,1/31/2023 2:25,0
it_350317170007763,1/31/2023 2:25,0
it_350317170007763,1/31/2023 2:25,0
it_350317170007763,1/31/2023 2:25,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:26,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:27,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:28,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:29,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:30,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:31,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:32,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:33,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:34,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:35,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:36,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:37,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:38,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:39,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:40,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:41,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:42,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:43,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:44,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:45,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:46,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:47,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:48,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:49,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:50,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:51,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:52,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:53,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:54,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:55,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:56,0
it_350317170007763,1/31/2023 2:57,0
it_350317171010725,1/31/2023 2:25,0
it_350317171010725,1/31/2023 2:24,0
it_350317171010725,1/31/2023 2:27,0
it_350317171010725,1/31/2023 2:26,0
it_350317171010725,1/31/2023 2:28,0
it_350317171010725,1/31/2023 2:29,0
it_350317171010725,1/31/2023 2:32,0
it_350317171010725,1/31/2023 2:31,0
it_350317171010725,1/31/2023 2:32,0
it_350317171010725,1/31/2023 2:35,0
it_350317171010725,1/31/2023 2:34,0
it_350317171010725,1/31/2023 2:36,0
it_350317171010725,1/31/2023 2:37,0
it_350317171010725,1/31/2023 2:39,0
it_350317171010725,1/31/2023 2:38,0
it_350317171010725,1/31/2023 2:41,0
it_350317171010725,1/31/2023 2:40,0
it_350317171010725,1/31/2023 2:42,0
it_350317171010725,1/31/2023 2:43,0
it_350317171010725,1/31/2023 2:45,0
it_350317171010725,1/31/2023 2:44,0
it_350317171010725,1/31/2023 2:46,0
it_350317171010725,1/31/2023 2:47,0
it_350317171010725,1/31/2023 2:49,0
it_350317171010725,1/31/2023 2:48,0
it_350317171010725,1/31/2023 2:51,0
it_350317171010725,1/31/2023 2:50,0
it_350317171010725,1/31/2023 2:52,0
it_350317171010725,1/31/2023 2:53,0
it_350317171010725,1/31/2023 2:54,0
it_350317171010725,1/31/2023 2:55,0
it_350317171010725,1/31/2023 2:56,0
it_350317171010725,1/31/2023 2:57,0
it_350317171010881,1/31/2023 2:26,0
it_350317171010881,1/31/2023 2:27,0
it_350317171010881,1/31/2023 2:28,0
it_350317171010881,1/31/2023 2:29,0
it_350317171010881,1/31/2023 2:30,0
it_350317171010881,1/31/2023 2:31,0
it_350317171010881,1/31/2023 2:32,0
it_350317171010881,1/31/2023 2:33,0
it_350317171010881,1/31/2023 2:34,0
it_350317171010881,1/31/2023 2:35,0
it_350317171010881,1/31/2023 2:36,0
it_350317171010881,1/31/2023 2:37,0
it_350317171010881,1/31/2023 2:38,0
it_350317171010881,1/31/2023 2:39,0
it_350317171010881,1/31/2023 2:40,0
it_350317171010881,1/31/2023 2:41,0
it_350317171010881,1/31/2023 2:42,0
it_350317171010881,1/31/2023 2:43,0
it_350317171010881,1/31/2023 2:44,0
it_350317171010881,1/31/2023 2:45,0
it_350317171010881,1/31/2023 2:46,0
it_350317171010881,1/31/2023 2:47,0
it_350317171010881,1/31/2023 2:48,0
it_350317171010881,1/31/2023 2:49,0
it_350317171010881,1/31/2023 2:50,0
it_350317171010881,1/31/2023 2:51,0
it_350317171010881,1/31/2023 2:52,0
it_350317171010881,1/31/2023 2:53,0
it_350317171010881,1/31/2023 2:54,0
it_350317171010881,1/31/2023 2:55,0
it_350317171010881,1/31/2023 2:56,0
it_350317173959978,1/31/2023 2:25,0
it_350317173959978,1/31/2023 2:26,0
it_350317173959978,1/31/2023 2:27,0
it_350317173959978,1/31/2023 2:28,0
it_350317173959978,1/31/2023 2:29,0
it_350317173959978,1/31/2023 2:30,0
it_350317173959978,1/31/2023 2:31,0
it_350317173959978,1/31/2023 2:32,0
it_350317173959978,1/31/2023 2:33,0
it_350317173959978,1/31/2023 2:34,0
it_350317173959978,1/31/2023 2:35,0
it_350317173959978,1/31/2023 2:36,0
it_350317173959978,1/31/2023 2:37,0
it_350317173959978,1/31/2023 2:38,0
it_350317173959978,1/31/2023 2:39,0
it_350317173959978,1/31/2023 2:40,0
it_350317173959978,1/31/2023 2:41,0
it_350317173959978,1/31/2023 2:42,0
it_350317173959978,1/31/2023 2:43,0
it_350317173959978,1/31/2023 2:44,0
it_350317173959978,1/31/2023 2:45,0
it_350317173959978,1/31/2023 2:46,0
it_350317173959978,1/31/2023 2:47,0
it_350317173959978,1/31/2023 2:48,0
it_350317173959978,1/31/2023 2:48,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:49,0
it_350317173959978,1/31/2023 2:50,0
it_350317173959978,1/31/2023 2:50,0
it_350317173959978,1/31/2023 2:50,0
it_350317173959978,1/31/2023 2:50,4
it_350317173959978,1/31/2023 2:50,0
it_350317173959978,1/31/2023 2:50,0
it_350317173959978,1/31/2023 2:51,0
it_350317173959978,1/31/2023 2:51,0
it_350317173959978,1/31/2023 2:51,0
it_350317173959978,1/31/2023 2:51,0
it_350317173959978,1/31/2023 2:52,0
it_350317173959978,1/31/2023 2:53,0
it_350317173959978,1/31/2023 2:54,0
it_350317173959978,1/31/2023 2:55,0
it_350317173959978,1/31/2023 2:56,0
it_350317173962782,1/31/2023 2:25,0
it_350317173962782,1/31/2023 2:26,0
it_350317173962782,1/31/2023 2:27,0
it_350317173962782,1/31/2023 2:29,0
it_350317173962782,1/31/2023 2:28,0
it_350317173962782,1/31/2023 2:30,0
it_350317173962782,1/31/2023 2:31,0
it_350317173962782,1/31/2023 2:32,0
it_350317173962782,1/31/2023 2:33,0
it_350317173962782,1/31/2023 2:34,0
it_350317173962782,1/31/2023 2:35,0
it_350317173962782,1/31/2023 2:36,0
it_350317173962782,1/31/2023 2:37,0
it_350317173962782,1/31/2023 2:38,0
it_350317173962782,1/31/2023 2:40,0
it_350317173962782,1/31/2023 2:39,0
it_350317173962782,1/31/2023 2:41,0
it_350317173962782,1/31/2023 2:42,0
it_350317173962782,1/31/2023 2:43,0
it_350317173962782,1/31/2023 2:44,0
it_350317173962782,1/31/2023 2:45,0
it_350317173962782,1/31/2023 2:46,0
it_350317173962782,1/31/2023 2:47,0
it_350317173962782,1/31/2023 2:48,0
it_350317173962782,1/31/2023 2:49,0
it_350317173962782,1/31/2023 2:51,0
it_350317173962782,1/31/2023 2:50,0
it_350317173962782,1/31/2023 2:52,0
it_350317173962782,1/31/2023 2:53,0
it_350317173962782,1/31/2023 2:54,0
it_350317173962782,1/31/2023 2:55,0
it_350317173962782,1/31/2023 2:56,0
it_350317173963996,1/31/2023 2:24,0
it_350317173963996,1/31/2023 2:24,0
it_350317173963996,1/31/2023 1:07,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:26,0
it_350317173963996,1/31/2023 2:25,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:27,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:31,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:33,0
it_350317173963996,1/31/2023 2:32,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:34,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:35,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:30,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:36,0
it_350317173963996,1/31/2023 2:29,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:37,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:28,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:39,0
it_350317173963996,1/31/2023 2:38,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:41,0
it_350317173963996,1/31/2023 2:40,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:43,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:42,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:45,0
it_350317173963996,1/31/2023 2:45,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:48,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:49,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:47,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:46,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:50,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:45,0
it_350317173963996,1/31/2023 2:45,0
it_350317173963996,1/31/2023 2:45,0
it_350317173963996,1/31/2023 2:52,0
it_350317173963996,1/31/2023 2:52,0
it_350317173963996,1/31/2023 2:52,0
it_350317173963996,1/31/2023 2:52,0
it_350317173963996,1/31/2023 2:52,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:51,0
it_350317173963996,1/31/2023 2:53,0
